"",TCGA-FA-8693,TCGA-FA-A4BB,TCGA-FA-A4XK,TCGA-FA-A6HN,TCGA-FA-A6HO,TCGA-FA-A7DS,TCGA-FA-A7Q1,TCGA-FA-A82F,TCGA-FA-A86F,TCGA-FF-8041,TCGA-FF-8042,TCGA-FF-8043,TCGA-FF-8046,TCGA-FF-8047,TCGA-FF-8061,TCGA-FF-8062,TCGA-FF-A7CQ,TCGA-FF-A7CR,TCGA-FF-A7CW,TCGA-FF-A7CX,TCGA-FM-8000,TCGA-G8-6324,TCGA-G8-6325,TCGA-G8-6326,TCGA-G8-6906,TCGA-G8-6907,TCGA-G8-6909,TCGA-G8-6914,TCGA-GR-7353,TCGA-GR-A4D4,TCGA-GR-A4D5,TCGA-GR-A4D6,TCGA-GS-A9TQ,TCGA-GS-A9TT,TCGA-GS-A9TU,TCGA-GS-A9TV,TCGA-GS-A9TW,TCGA-GS-A9TX,TCGA-GS-A9TY,TCGA-GS-A9TZ,TCGA-GS-A9U3,TCGA-GS-A9U4,TCGA-RQ-A68N,TCGA-RQ-A6JB,TCGA-RQ-AAAT
hsa-miR-378e,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-378f,-0.553455542512505,0.0527567014817714,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.256986636799141,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.0933622630262466,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.146569803105256,-0.498455684994445,-0.349448504859077,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.337867219707683,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,0.315155164847731,-0.566191219114431,-0.0564347739310102,-0.581212895321902,-0.559462702318567,-0.298942057118776,-0.52241498874621,-0.508320791330554,-0.286154341407465,-0.508230005596699,-0.0262439943133327,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,0.0820342339176053
hsa-miR-378g,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.0224126641234593,-0.405515168415886,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.0957349440319297,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-378h,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-378i,1.38430171486407,-0.53039640413401,-0.521811880231626,-0.0421384571708717,0.0792356968608779,-0.563215827625278,-0.0224126641234593,-0.289963178109502,-0.543454062650137,-0.247104961580511,-0.0933622630262466,-0.592957469015852,0.198252918922484,0.121286393832137,0.187800400761381,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,0.899044848049562,-0.567860310222128,-0.570327745256565,0.21991535612594,-0.559119220951928,-0.554716368763292,0.274106605235003,-0.0271006110347387,-0.540034680875104,-0.205312918234585,0.126176388498923,0.102822190477833,-0.564025293069522,0.0755333647859545,-0.559462702318567,-0.298942057118776,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.0262439943133327,-0.517996043531885,-0.0898493938963682,-0.525692021696735,-0.550447678711584,0.0820342339176053
hsa-miR-378j,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-379-3p,2.70995960205054,2.35955387475211,2.84285253300054,2.26801701657349,2.2700194468037,2.44048361609722,2.56016469262914,2.85410881633716,2.26828017872156,2.30428899689488,2.63068813061177,2.47570029910171,2.60620305172233,2.49665398621701,2.68435838855478,2.32217932791633,2.24656874033355,2.3137397708452,2.18629575627164,2.41973028621645,2.32047918001061,2.43442518128823,2.46315127244416,2.60924766101276,2.66995894172716,2.1888631533765,2.1855848459996,2.83128158786577,2.53975868017275,2.40918560265155,2.5109335628078,2.27695317738365,2.41303434287904,2.71708014153275,2.37491885836937,2.00189675938058,2.64913525390601,2.05879004976804,2.38099816106005,1.96699697492732,2.4273254158428,2.52912361775831,2.81277537608396,2.61845962933345,2.65497895399135
hsa-miR-379-5p,2.70995960205054,2.35955387475211,2.84285253300054,2.26801701657349,2.2700194468037,2.44048361609722,2.56016469262914,2.85410881633716,2.26828017872156,2.30428899689488,2.63068813061177,2.47570029910171,2.60620305172233,2.49665398621701,2.68435838855478,2.32217932791633,2.24656874033355,2.3137397708452,2.18629575627164,2.41973028621645,2.32047918001061,2.43442518128823,2.46315127244416,2.60924766101276,2.66995894172716,2.1888631533765,2.1855848459996,2.83128158786577,2.53975868017275,2.40918560265155,2.5109335628078,2.27695317738365,2.41303434287904,2.71708014153275,2.37491885836937,2.00189675938058,2.64913525390601,2.05879004976804,2.38099816106005,1.96699697492732,2.4273254158428,2.52912361775831,2.81277537608396,2.61845962933345,2.65497895399135
hsa-miR-380-3p,-0.0876408448758748,-0.53039640413401,0.731423933753534,-0.535512390662172,-0.505572414747132,-0.563215827625278,0.560836063664904,0.646379810844713,-0.255118919817131,-0.0271458709253439,0.188761343942693,-0.203243479975829,0.198252918922484,0.121286393832137,0.644721438099904,-0.571865871974932,0.0684481959434658,-0.349448504859077,-0.0401022486177889,0.308414478990977,0.216205747884595,-0.570327745256565,-0.559553309209043,-0.0239953954610824,0.11228006651699,0.274106605235003,-0.588244474095272,1.00883079574677,-0.630854201231024,0.315155164847731,-0.159276238826444,-0.564025293069522,-0.581212895321902,0.685266241811697,-0.570504648400494,-0.12141752000096,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.115195571727611,-0.0898493938963682,0.877150695443477,0.379258261517625,1.00774244792999
hsa-miR-380-5p,-0.0876408448758748,-0.53039640413401,0.731423933753534,-0.535512390662172,-0.505572414747132,-0.563215827625278,0.560836063664904,0.646379810844713,-0.255118919817131,-0.0271458709253439,0.188761343942693,-0.203243479975829,0.198252918922484,0.121286393832137,0.644721438099904,-0.571865871974932,0.0684481959434658,-0.349448504859077,-0.0401022486177889,0.308414478990977,0.216205747884595,-0.570327745256565,-0.559553309209043,-0.0239953954610824,0.11228006651699,0.274106605235003,-0.588244474095272,1.00883079574677,-0.630854201231024,0.315155164847731,-0.159276238826444,-0.564025293069522,-0.581212895321902,0.685266241811697,-0.570504648400494,-0.12141752000096,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.115195571727611,-0.0898493938963682,0.877150695443477,0.379258261517625,1.00774244792999
hsa-miR-381-3p,2.07300162006208,1.21149653921301,2.09396695074684,1.37682926631038,1.62245276193237,1.70834293326127,2.04131224060896,2.28616986549605,1.5379254738687,1.50343878680616,1.89731215551305,1.8724652655398,1.92093070977506,1.76774001576427,2.13702783690334,1.40988126226166,1.76381389975825,1.74235843953602,1.20587580662784,1.71578123233969,1.55631618601799,2.0783992077564,1.59884627608113,1.95798957670585,2.14456151481877,1.54056320142403,1.38376289274957,2.24325183045543,2.14539409020318,1.82214354226281,1.69694625526967,1.39050989913079,1.67994257224317,2.16118360764243,1.65219524461668,0.925882363630127,2.00167748741262,1.17323025782419,1.60212287793109,0.264082669306787,1.84844601827036,1.96837823876479,2.15760894203178,1.9583961873235,2.32258482533848
hsa-miR-381-5p,2.07300162006208,1.21149653921301,2.09396695074684,1.37682926631038,1.62245276193237,1.70834293326127,2.04131224060896,2.28616986549605,1.5379254738687,1.50343878680616,1.89731215551305,1.8724652655398,1.92093070977506,1.76774001576427,2.13702783690334,1.40988126226166,1.76381389975825,1.74235843953602,1.20587580662784,1.71578123233969,1.55631618601799,2.0783992077564,1.59884627608113,1.95798957670585,2.14456151481877,1.54056320142403,1.38376289274957,2.24325183045543,2.14539409020318,1.82214354226281,1.69694625526967,1.39050989913079,1.67994257224317,2.16118360764243,1.65219524461668,0.925882363630127,2.00167748741262,1.17323025782419,1.60212287793109,0.264082669306787,1.84844601827036,1.96837823876479,2.15760894203178,1.9583961873235,2.32258482533848
hsa-miR-382-3p,1.68000628824428,1.09907159235859,1.96408320211793,0.888505971484596,0.985687700734226,1.14151892205587,1.81636124529954,2.11628327210866,0.941173896053922,0.63424638841897,1.62754383384093,1.63349409489765,1.52404166658254,1.45608442789389,1.82453202647201,0.863537944395382,0.0684481959434658,1.15994528168535,1.2725340933854,1.42154661981504,1.38004873904779,1.22166013339896,1.12454724800519,1.63469176453898,1.63036251504659,0.722287459966086,-0.0271006110347387,2.10894828746078,1.48769858188336,1.45380906913679,1.49409092384911,1.09429632316108,1.38381259981053,1.8234035464679,1.41783733538285,0.334148417432187,1.27337953870322,0.926329045004579,-0.508230005596699,0.624664068827769,1.25259272652259,1.54835411100419,1.53407871969741,1.71369155394154,1.9704804446446
hsa-miR-382-5p,1.68000628824428,1.09907159235859,1.96408320211793,0.888505971484596,0.985687700734226,1.14151892205587,1.81636124529954,2.11628327210866,0.941173896053922,0.63424638841897,1.62754383384093,1.63349409489765,1.52404166658254,1.45608442789389,1.82453202647201,0.863537944395382,0.0684481959434658,1.15994528168535,1.2725340933854,1.42154661981504,1.38004873904779,1.22166013339896,1.12454724800519,1.63469176453898,1.63036251504659,0.722287459966086,-0.0271006110347387,2.10894828746078,1.48769858188336,1.45380906913679,1.49409092384911,1.09429632316108,1.38381259981053,1.8234035464679,1.41783733538285,0.334148417432187,1.27337953870322,0.926329045004579,-0.508230005596699,0.624664068827769,1.25259272652259,1.54835411100419,1.53407871969741,1.71369155394154,1.9704804446446
hsa-miR-383-3p,-0.0876408448758748,0.0527567014817714,-0.521811880231626,-0.0421384571708717,0.766754013778562,-0.563215827625278,-0.608432987884683,-0.405515168415886,0.865119474422392,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,1.53558396868641,-0.571865871974932,-0.498455684994445,-0.349448504859077,-0.568871876848809,-0.601165183834846,0.216205747884595,-0.570327745256565,-0.203006350465079,-0.337867219707683,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.147938802738916,0.102822190477833,0.433858518221409,-0.581212895321902,-0.559462702318567,-0.0980008646015165,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,0.661179888342241,-0.550447678711584,1.91586296908833
hsa-miR-383-5p,-0.0876408448758748,0.0527567014817714,-0.521811880231626,-0.0421384571708717,0.766754013778562,-0.563215827625278,-0.608432987884683,-0.405515168415886,0.865119474422392,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,1.53558396868641,-0.571865871974932,-0.498455684994445,-0.349448504859077,-0.568871876848809,-0.601165183834846,0.216205747884595,-0.570327745256565,-0.203006350465079,-0.337867219707683,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.147938802738916,0.102822190477833,0.433858518221409,-0.581212895321902,-0.559462702318567,-0.0980008646015165,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,0.661179888342241,-0.550447678711584,1.91586296908833
hsa-miR-384,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-3907,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-3908,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-3909,-0.553455542512505,0.579922155037129,-0.521811880231626,0.247813403826035,-0.505572414747132,-0.563215827625278,0.149853687719536,-0.188951870220383,-0.0448055586804774,0.481641257345618,0.747888243094563,-0.592957469015852,-0.580652440519492,0.121286393832137,0.187800400761381,-0.146569803105256,0.0684481959434658,0.291245270509262,0.460736780299041,0.0716805373056206,-0.567860310222128,0.593956789871799,0.476580400996783,0.91536153996453,0.443937437711151,0.274106605235003,-0.0271006110347387,0.113623712839492,0.239134045318094,0.315155164847731,0.102822190477833,-0.0564347739310102,0.396168766539233,0.32493049961585,-0.298942057118776,-0.12141752000096,0.00884219582398739,-0.286154341407465,0.712181562438637,0.469017351455902,0.147417398655591,-0.0898493938963682,-0.525692021696735,0.186174420787131,0.0820342339176053
hsa-miR-3910,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.256986636799141,-0.472624036164635,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.398100474495841,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.252839765267974,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.320867327734785,-0.566890516581088
hsa-miR-3911,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.231918172046012,0.284010789773273,-0.539732903913384,-0.255118919817131,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,0.0684481959434658,-0.349448504859077,-0.0401022486177889,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.164754857495657,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.205312918234585,0.659683424766972,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.298942057118776,-0.12141752000096,-0.508320791330554,-0.286154341407465,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,0.00230434213802833,-0.0912869767579861,-0.566890516581088
hsa-miR-3912-3p,-0.0876408448758748,0.579922155037129,0.366206198072474,0.446809995731226,0.611306811182828,0.525429433906583,0.39274395343219,0.416543097704913,0.118258559260132,0.387325866354843,-0.0933622630262466,0.71232665113087,-0.580652440519492,0.656270107176206,0.739114739959339,0.803780187548305,0.596241476557144,0.526297936852384,0.259084937429678,0.660209328373286,0.751476977633153,0.687024506721799,0.361346239066298,0.724422764062981,0.299850528893617,0.612574819410161,-0.588244474095272,0.65034409050217,0.0558955027916392,0.126176388498923,0.802398738662904,0.696540574339314,0.0755333647859545,0.767246104758974,0.749852516696371,0.482790245920811,-0.508320791330554,0.856189935091984,0.161939320706852,0.264082669306787,0.337720422894113,0.19545713173433,0.00230434213802833,0.379258261517625,-0.566890516581088
hsa-miR-3912-5p,-0.0876408448758748,0.579922155037129,0.366206198072474,0.446809995731226,0.611306811182828,0.525429433906583,0.39274395343219,0.416543097704913,0.118258559260132,0.387325866354843,-0.0933622630262466,0.71232665113087,-0.580652440519492,0.656270107176206,0.739114739959339,0.803780187548305,0.596241476557144,0.526297936852384,0.259084937429678,0.660209328373286,0.751476977633153,0.687024506721799,0.361346239066298,0.724422764062981,0.299850528893617,0.612574819410161,-0.588244474095272,0.65034409050217,0.0558955027916392,0.126176388498923,0.802398738662904,0.696540574339314,0.0755333647859545,0.767246104758974,0.749852516696371,0.482790245920811,-0.508320791330554,0.856189935091984,0.161939320706852,0.264082669306787,0.337720422894113,0.19545713173433,0.00230434213802833,0.379258261517625,-0.566890516581088
hsa-miR-3913-3p,0.551757547116898,0.551720509616048,0.471504587845409,0.247813403826035,-0.213168358943127,0.175497400450033,0.838725006698971,0.613349926951135,0.304801508471856,0.643334144180332,0.788558476218358,1.31194005152399,0.929007217036581,0.730222196651606,0.852504308304453,0.713016534581477,0.0684481959434658,0.0727578244053179,0.54010636006698,1.06434002267607,0.891976505321362,0.242953469856409,-0.0816724704423815,0.485447897419524,0.4596669715916,0.830772912278072,0.124507962188337,0.457119453536811,0.847100528038146,0.745491854071038,0.725995424401886,0.334698396528649,0.235851065662594,0.927454826191399,0.619150461578124,0.0103971086998119,-0.249739297753283,0.468397488513037,0.604862516675307,0.118919337496727,0.375225022446194,0.472392948938811,0.406954372018471,0.590499005233043,0.802335834395042
hsa-miR-3913-5p,0.551757547116898,0.551720509616048,0.471504587845409,0.247813403826035,-0.213168358943127,0.175497400450033,0.838725006698971,0.613349926951135,0.304801508471856,0.643334144180332,0.788558476218358,1.31194005152399,0.929007217036581,0.730222196651606,0.852504308304453,0.713016534581477,0.0684481959434658,0.0727578244053179,0.54010636006698,1.06434002267607,0.891976505321362,0.242953469856409,-0.0816724704423815,0.485447897419524,0.4596669715916,0.830772912278072,0.124507962188337,0.457119453536811,0.847100528038146,0.745491854071038,0.725995424401886,0.334698396528649,0.235851065662594,0.927454826191399,0.619150461578124,0.0103971086998119,-0.249739297753283,0.468397488513037,0.604862516675307,0.118919337496727,0.375225022446194,0.472392948938811,0.406954372018471,0.590499005233043,0.802335834395042
hsa-miR-3914,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-3915,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.256986636799141,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.147938802738916,-0.159276238826444,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-3916,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.231918172046012,-0.256986636799141,-0.405515168415886,-0.543454062650137,-0.247104961580511,-0.558359758393252,-0.592957469015852,0.198252918922484,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.349448504859077,-0.0401022486177889,-0.601165183834846,0.216205747884595,-0.570327745256565,-0.559553309209043,-0.337867219707683,0.11228006651699,0.274106605235003,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.147938802738916,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.0262439943133327,-0.517996043531885,-0.572461230441298,0.00230434213802833,-0.0912869767579861,-0.566890516581088
hsa-miR-3917,1.22606798557412,0.369937471286149,0.366206198072474,1.11800060836121,0.887684519953595,1.27903359374969,0.8688128142939,0.0524861359501301,0.775611135449406,1.37639238340934,1.65798820359469,1.47407476203581,1.66880355129534,0.917399226954982,1.27717107052549,1.08141466025418,1.12544136762556,1.09530115960371,1.30205332087977,1.42971011284378,1.49233761864353,1.22166013339896,0.573097516916565,-0.164754857495657,0.972477393324641,1.44284155423283,1.16094635198408,1.20784499356348,0.874773218850649,1.18076134629964,0.919731091919611,1.49637295724445,1.22468772388305,0.83799201796411,1.06561759450967,0.861202049761875,0.678606966727886,1.06645824611235,0.712181562438637,0.624664068827769,0.337720422894113,0.391833145360201,-0.525692021696735,0.734269932135222,1.00774244792999
hsa-miR-3918,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,0.149853687719536,-0.405515168415886,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.0957349440319297,-0.146569803105256,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.203006350465079,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-3919,1.83450692292097,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,1.76113147373757,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.148652088114599,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,0.161939320706852,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-3920,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.0421384571708717,-0.505572414747132,-0.563215827625278,-0.256986636799141,-0.405515168415886,-0.543454062650137,-0.247104961580511,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.0957349440319297,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.0401022486177889,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.203006350465079,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.205312918234585,0.456647543336218,-0.566191219114431,-0.0564347739310102,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.115195571727611,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
